"","df9f127f34e52758c22bb8768ea9dd1d","X726f137d48a9a16971165106f5accbc3","X192b9d0e30798cb5d4a686f2b25b046b","X8bb6ba264b60216d22b221d5c6c0992e","X4603641854a42087dd05682bc365b2b2","X31e4d9092a2fe5d08a565a11d5c0a510","X065259ec202538d9a00670abd44fc85d","d2db2c90c9f6401ed400e43cd16e7846","X71c8a0b854b50dd6b2845d87007e5ad4","X90c8784ec39588e5031c9e4950c88efa","X519335ba0a9cc277b802a53b482bce49","f3eefe548d5b25a70eff6ded2ac754cb","f99a6053aeb89ad886d5acae4e1e77b5","c50df3a28f2c5b2ed3fcec3c8c0dbce3","fbdfdbc22fcb0362b5fe57dcee55fed6","X23769d724c8f54a20fc5503775e0d215","X43c74972f95d6719e0a57265faf133ff","X27411089f2f049c2a454db6aac7c5d0b","a4d62e1254481f8aa0a1fd7b2f28dddf","fcca31a8dba0488eb8879120277f149b","X6621ec621365d2e452925f53b69d7fa8","ad568b74428dbece1b14338b18a261b9","X733666313c4bfa4aee6abca3478eed6e","X72c7f54f73e0c27bef2f8ea144f989eb","X0b85d04d31bae6800df285cbbea2976c","X98cedaeb6530038a7c03909a8fffac4d","X5dbb8b0090393f98803bec4188360a21","X83b3780d81b53c75005807be459eb58c","X3a2c7d75cfe5ecf2bb7365399890fdb4","f7e4d6e9e0a0370a86c8c5fd06c3abbb","X3e5948251286e38076a2b64de3ce2c04","X0c897461dd87a51b819cb5cd2673b1cc","X53976109a60d93a15b345e47740ea7bd","e6463a720ccb096471a4b7b4ca2757b0","X66dab50962e1791cd3e6ab748e873c55","ed9923136d584bc3ff8524cd9eebdc93","c752f8a0b6dc047724cdb7f5f861aa35","ed33772a1caee90939081a3385e863b9","X74102cb314b4c3ba9f7dc88e4be09649","X2988a53743a50b6579198acf6a5cb70e","c3492868939e3115d88cd6bcd520726d","X264b149f3c269c37a1309792a8ca5ecc","X3c0f10bb5340d817636f203a0e132fdd","e9b701f61b7096cb0d7bb24cb2ba68e2","e7d24fb78850aa4194897270760d7f9f","c281b48a9ac15ab8db31d16fd7f6061a","ac497e41b16230691a63a326f1520573","X67b1a0b8a0351166d4e8978b1640913a","X861046dc390acf5d219614c8471a9a35","fc09aae0332019d4c733aeeaffb3ab07","X54a82865c7fb0a242e0e52c1629dcfa1","X0ab462899af75a39915e9dc4a0b872c2","fa479e1e8d76ccfafce1e9c8b17399a1","eaf307555b1ef040e7155ad169ba3637","b726c83a8023ca819ac68b75921d588e","ba63b0f31c182217ace0bd6fc39b027b","X931bb825089e4e983501f63d6b0ab6e2","X663353c380a5a14d9f0b5afdb3afbe08","X020dfe956e6e2e235703c7a5d833ec20","X20ff23552df9cf3f03ec93dfd095b42c","X10819d4184b7fe808f57b65a0e9174d1","e6bb66b5a45fe0fda71582bc237bd3df","X99a30d2e520c0bb462c9d36594b679ef"
"L.2016.NAM-72.04.R",0,0,0,4185.2887101837,0,0,0,0,0,0,0,0,0,0,0,0,448.423790376825,0,0,0,0,0,0,0,0,0,0,149.474596792275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701.471336127527,0,0,0,0,0,0,0,0,852.505834336804,0,0,0,0,0,0,747.372983961376,0,896.847580753651,1278.75875150521
"L.2016.NAM-72.05.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320.747108068578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644.389581831436,0,160.806605935372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.908141428112,668.610608668443,0,0,0,0,0,0,3408.98598938701,658.850057989543,2895.47415654554
"L.2016.NAM-72.06.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.34902516032,0,0,0,0,0,0,0,0,0,0,0,0,258.3725629008,0,0,0,0,0,206.69805032064,0,0,0,0,0,468.467272681136,568.419638381761,0,312.311515120757,4905.98996114733,0,0,0,0,0,0,5350.78029125395,0,9525.5012111831
"L.2016.NAM-72.07.R",0,0,0,911.957616769761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.98940419244,0,0,0,0,0,0,0,341.98410628866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1555.64947069027,0,0,735.242308293227,0,0,0,0,0,0,2625.20666653973,311.129894138054,1305.21581877433
"L.2016.NAM-72.08.R",69.5991091314031,0,0,0,0,0,0,0,0,1376.44933423822,0,0,0,537.477283186703,0,0,0,0,0,0,0,0,0,0,0,0,0,303.538196159053,0,0,0,0,0,0,34.7995545657016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.877629830716,0,0,458.816444746074,6987.20468142714,0,0,479.875402659224,0,0,0,5134.40745457924,173.997772828508,305.877629830716
"L.2016.NAM-72.09.R",0,0,0,0,0,0,0,0,0,118.2307361489,0,0,0,0,0,0,1300.5380976379,0,0,0,0,0,0,0,0,0,0,0,118.2307361489,0,0,295.576840372249,0,0,295.576840372249,0,0,0,0,0,0,0,0,118.2307361489,0,0,0,0,0,0,0,0,0,0,0,0,118.2307361489,0,0,0,1836.5560250498,0,0
"L.2016.NAM-72.10.R",90.214541456401,527.157852991283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.720186166907,0,0,0,0,0,0,0,0,0,0,464.720186166907,0,0,0,496.651482582277,0,0,464.720186166907,0,464.720186166907,0,0,0,0,0,0,0,0,0,0,0,0,0,90.214541456401,0,248.325741291139,248.325741291139,0,0,90.214541456401,0,0,92.9440372333813,740.82280209007,0,90.214541456401
"L.2016.NAM-76.01.R",0,0,271.944087332158,0,0,0,0,0,0,413.876235485231,0,0,0,0,0,200.64608037882,1164.70252789216,0,0,0,0,0,0,0,0,0,0,413.876235485231,0,0,0,0,0,0,427.788041720029,0,200.64608037882,0,0,0,0,0,0,0,0,0,0,0,0,0,916.155302185884,0,0,627.770256345246,0,0,0,0,0,0,2465.70903232721,142.596013906676,21314.6261274894
"L.2016.NAM-76.02.R",367.937469027139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551.906203540708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643.890570797493,0,0,1113.08327244273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486.394502608612,140.294267225506
"L.2016.NAM-76.03.R",367.874162511477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934.350093850334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473.236970455224,0,0,0,0,0,0,0,0,0,709.855455682837,0,0,0,0,0,0,4124.38416619975,0,5678.84364546269
"L.2016.NAM-76.04.R",226.97289092534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.97289092534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.931471793957,0,545.080317583981,0,0,545.080317583981,0,0,0,0,0,0,0,0,0,0,0,0,102.310490597986,0,0,0,0,0,0,0,0,0,1403.54353280217,0,3439.84812528998
"L.2016.NAM-76.05.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160.09419657606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050.13979986086,0,0,0,0,0,0,0,0,0,3971.49644740004,0,1231.61557172621
"L.2016.NAM-76.06.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7233413310027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573693.966839135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476.145695821464,0,0,0,0,0,0,0,0,113.616706655013,0
"L.2016.NAM-76.07.R",0,0,0,0,0,122.963229383293,0,0,0,0,0,0,0,0,0,0,144.950959466638,115.960767573311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.941151359966,0,0,0,0,0,0,0,0,0,0,0,0,144.950959466638,0,0,0,0,0,0,0,0,115.960767573311,1325.5481420038,0,1083.1229141422
"L.2016.NAM-76.08.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.022485737408,679.8806172365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535.05621434352,0,0,0,0,0,214.022485737408,5303.90321289529,0,321.033728606112
"L.2016.NAM-76.09.R",0,0,0,0,0,0,0,0,0,75.2740681776054,0,0,0,0,0,0,188.185170444013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.548136355211,75.2740681776054,0,0,0,0,0,0,4952.24132747404,0,0
"L.2016.NAM-76.10.R",0,0,1754.74935752275,0,0,0,0,0,0,0,0,0,0,0,0,100.776990597507,627.473421987244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823.815028503912,0,635.588263804822,0,0,0,0,0,0,0,0,0,0,0,0,0,2006.6091224475,0,0,1186.60296237386,0,0,0,347.656037807594,0,0,2609.53201733336,733.31384186843,769.497806494037
"L.2016.NAM-79.01.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.2887820431273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.7824690266718,0,0
"L.2016.NAM-79.02.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10405.3452115813
"L.2016.NAM-79.03.R",0,103.830838797431,0,0,0,0,0,0,0,0,0,0,0,325.431450915784,0,0,0,0,0,0,0,0,0,0,0,0,0,103.830838797431,830.64671037945,0,0,0,0,0,0,0,51.9154193987156,880.665635335084,0,0,0,0,0,0,0,0,0,0,0,0,882.562129778165,0,0,1347.25646850614,0,0,0,0,0,0,9044.89875414609,155.746258196147,0
"L.2016.NAM-79.04.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.236219640525,0,0,674.166941739895,0,0,0,0,0,540.944878562101,2651.49311486689,0,30721.6407894019
"L.2016.NAM-79.05.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.35252943048,0,81.4508431434935,0,575.992627294371,0,0,0,383.995084862914,2687.9655940404,0,0,0,2001.42626745806,767.990169725828,563.840884102506,9643.04801417037,0,0,0,0,383.995084862914,0,19614.3751167153,0,17873.2194364769
"L.2016.NAM-79.06.R",0,584.176129102925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584.176129102925,0,0,0,0,0,584.176129102925,0,237.564959168523,0,0,0,0,0,0,937.756417770484,0,0,4831.78567226908,0,0,0,0,876.264193654387,0,0,0,0,0,0,0,0,0,0,4734.90125693949,0,2282.89882031011,554.318238059886,0,0,0,0,0,0,9091.35203679114,1168.35225820585,3440.52410164238
"L.2016.NAM-79.07.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.1501211769645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721.35109059268,0,0,42.2780319646584,0,0,0,0,0,0,0,0,42.2780319646584,0,0,0,197.297482501739,0,0,989.650637839891,0,0,0,0,0,42.2780319646584,457.121315171034,0,360.821780841307
"L.2016.NAM-79.08.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.074836349067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.668487283817,0,0,0,0,137.852007254462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4258.02973084166,216.668487283817,529.88372310934
"L.2016.NAM-79.09.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.148679808326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.148679808326,0,87.3828932694419,0,0,987.659198317029,0,0,0,0,0,0,0,0,0,0,0,0,1835.04075865828,0,395.063679326811,0,0,0,592.595518990217,0,0,0,4106.99598366377,359.221208420145,611.680252886093
"L.2016.NAM-79.10.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5605.62938160657,0,0,0,0,0,0,0,3979.0656932693,0,0,1768.47364145302,884.236820726511,0,0,4863.30251399581,2652.71046217953,0,7073.89456581209,0,442.118410363256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442.118410363256,1326.35523108977,0,0,0,884.236820726511,0,0,8700.45825414936,6189.65774508558,0
"L.2016.YN04-C1213.01.R",0,0,0,0,0,0,0,0,0,100.748498375116,0,0,0,0,0,0,83.7676160678853,0,0,0,0,0,0,0,293.186656237599,0,0,0,0,0,0,0,0,0,819.009924361112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003.52603880411,0,0,0,0,0,0,83.7676160678853,125.651424101828,0
"L.2016.YN04-C1213.02.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4721.78800831846,0,0,0,0,0,0,430.371302841527,0,0
"L.2016.YN04-C1213.03.R",515.32529103801,1246.93752813973,163.913265295669,0,0,491.739795887006,0,0,0,0,877.703051115231,0,0,0,0,0,197.094822319018,0,0,0,0,0,0,0,0,0,0,2786.52551002637,0,0,0,0,327.826530591338,0,749.402441406011,491.739795887006,257.662645519005,491.739795887006,0,0,0,0,0,0,0,1246.93752813973,2689.97261868794,0,0,0,394.189644638035,0,295.642233478527,9708.05324910996,0,0,0,0,0,0,34806.9399760247,327.826530591338,6002.4167415352
"L.2016.YN04-C1213.04.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.636287865331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.954431797997,0,0,0,0,0,0,0,956.454015057319,0,0
"L.2016.YN04-C1213.05.R",0,0,0,77.2485234668944,0,0,0,0,0,0,0,0,0,0,0,0,118.062511525372,0,0,0,0,0,0,0,180.33777264817,0,0,270.957209566531,0,0,0,0,77.4163455904375,0,647.605330075603,0,0,216.317749141714,0,0,0,0,0,0,0,0,0,0,0,0,45.9565951448006,0,0,754.249044883544,0,0,0,0,0,72.1059163805714,9487.43827510567,180.33777264817,1208.48604356218
"L.2016.YN04-C1213.06.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.4689396936954,0,0,0,0,0,0,0,130.937879387391,0,0,0,0,0,0,0,0,0,0,0,0,2075.81032283175,0,0,65.4689396936954,0,0,0,0,0,0,96.5449576680531,144.81743650208,0
"L.2016.YN04-C1213.07.R",0,0,0,0,0,0,0,0,0,0,115.397486642741,0,0,0,0,0,450.455561261318,0,0,0,0,0,127.403446103963,0,0,173.096229964111,0,822.060115909133,0,0,0,0,115.397486642741,0,1496.18364113871,0,364.201399120056,306.502655798685,0,0,0,0,0,0,0,0,0,0,0,0,4501.92285211342,0,0,12547.6943590027,0,0,0,0,0,0,21903.4738723938,778.051176316122,5359.85665230598
"L.2016.YN04-C1213.08.R",0,69.1042221240047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.277925664012,0,0,0,0,0,69.1042221240047,0,0,0,0,0,0,0,0,0,0,0,349.789973389411,0,345.521110620023,46.0694814160031,0,0,0,0,0,0,0,0,0,0,0,0,230.347407080016,0,0,92.1389628320062,0,0,0,0,0,0,675.797692897118,399.716700788316,0
"L.2016.YN04-C1213.09.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493.898044009403,575.372613702019,0,0,0,0,0,0,0,0,0,0,383.581742468013,0,0,0,0,0,0,1150.74522740404,958.954356170032,767.163484936026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2050.33048764548,0,0,0,0,0,0,767.163484936026,410.066097529095,1150.74522740404
"L.2016.YN04-C1213.10.R",0,0,0,0,0,0,0,0,0,0,1799.73453915547,0,0,0,0,106.818776604552,1573.68874421958,0,0,0,0,0,0,0,377.88699761695,0,0,53.4093883022758,0,0,0,0,0,0,2243.19430869558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4133.56296133371,0,53.4093883022758,3040.55871183461,0,0,854.550212836412,0,160.228164906827,0,4429.20280769378,640.912659627309,427.275106418206
"L.2017.NAM-0.01.R",0,0,0,0,0,0,0,0,0,0,0,2199.67554785669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-0.03.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8025.84321515279,0,0,428.302210039404,0,0,0,0,0,0,1284.90663011821,0,3426.41768031523
"L.2017.NAM-0.04.R",0,0,0,22990.1573388893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3125.85472590161,9377.56417770484,4688.78208885242,0,0,0,4688.78208885242,0,0,0,0,45980.3146777786,0,0,0,0,8484.46282744724,0,0,122563.755462368,0,0,0,0,7636.01654470251,107529.402571016,224770.562083058,4688.78208885242,160847.553181394
"L.2017.NAM-0.05.R",0,0,0,3549.27727841418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3328650.56250357,0,0,0,0,0,0,0,0,0,0,19512.3682574282,0,0,0,0,0,0,0,0,0,16390.3804574973,0,0,35634.7438752784,3549.27727841418,0,0,0,515333.219119411,195799.976383655,5994571.94753234,0,452287.13380161
"L.2017.NAM-0.06.R",0,0,0,1329.65462221188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5318.61848884752,3988.96386663564,0,0,0,0,0,228177.139034113,0,50716.8263043674
"L.2017.NAM-0.07.R",0,0,133630.289532294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311804.008908686,0,0,5747.53933472232,0,0,0,0,8621.30900208348,0,0,0,0,0,11495.0786694446,0,0,0,0,0,0,356347.438752784,0,0,6987.20468142714,23207.5012633116,0,0,0,12726.6942411709,181047.489043753,4031854.56954533,0,171810.372255807
"L.2017.NAM-0.08.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2299.01573388893,8031.81778826581,0,0,0,0,0,0,0,51727.8540125009,0,0,0,0,0,0,6143.92135780662,0,0,2299.01573388893,19541.6337380559,0,0,0,0,0,64631.6134101374,0,3448.52360083339
"L.2017.NAM-0.09.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2521.32621759045,2521.32621759045,5836.83164133325,11495.0786694446,0,0,0,0,0,840.442072530151,0,0,0,0,0,0,17980.8340655074,0,0,13917.4123019901,0,0,0,0,0,0,158338.639779452,3269.24255736499,0
"L.2017.NAM-0.10.R",0,0,1319.80532871401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2639.61065742803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3959.41598614204,2591.61773638388,0,0,0,0,0,0,395581.651706373,7198.9381566219,0
"L.2017.NAM-13.01.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680.05236403203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10123.5067827495,0,0
"L.2017.NAM-13.02.R",0,0,0,5329.98305826814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-13.03.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L.2017.NAM-13.04.R",0,0,0,0,0,0,0,0,0,0,0,6599.02664357007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13198.0532871401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9898.53996535511,0,0,0,0,0,193021.529324425,0,0
"L.2017.NAM-13.05.R",0,0,0,17817.3719376392,0,0,0,0,0,0,0,17817.3719376392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4815.50592909168,0,0,4815.50592909168,0,0,0,0,0,0,0,35634.7438752784,0,0,32395.2217047985,0,0,0,0,0,0,0,0,0,154417.22345954,11878.2479584261,0,0,0,0,1002442.24965829,12437655.0965792,0,368225.68671121
"L.2017.NAM-13.06.R",0,0,0,0,0,0,0,0,0,406.557260413901,0,0,0,0,0,0,101.639315103475,2172.85023629746,0,0,0,0,0,0,406.557260413901,0,0,1134.8644546267,0,0,0,203.27863020695,0,0,203.27863020695,0,0,0,0,0,0,0,0,0,0,101.639315103475,914.753835931277,0,0,0,0,0,203.27863020695,27836.4404496237,0,0,0,0,508.196575517376,0,52938.4091033325,959.854933291417,4579.16404776166
"L.2017.NAM-13.07.R",0,0,0,0,0,0,0,0,640.912659627309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3680.00797335061,0,0,0,0,0,0,0,0,0,0,0,0,0,712694.877505568,0,0,0,0,0,0,2146.67131778786,0,0,247457.738396643,2146.67131778786,0,0,0,0,0,5259456.51139638,0,0
"L.2017.NAM-13.08.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2639.61065742803,0,0,0,3330.34989488583,8325.87473721458,0,0,0,0,0,0,6953.12075615188,28307.9741065296,201416.071845154,3330.34989488583,1738.28018903797
"L.2017.NAM-13.09.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7223.25889363751,5449.57610480837,0,0,0,0,0,0,0,0,12038.7648227292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4072458.38795723,2407.75296454584,0
"L.2017.NAM-13.10.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263.64339983257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195.7967743382,0,0,0,0,0,0,44825.3358348841,0,0
"L.2017.NAM-14.03.R",0,0,0,59391.2397921307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28345.8189916987,0,0,0,0,0,10328.9112681966,59391.2397921307,0,0
"L.2017.NAM-14.06.R",0,0,0,237564.959168523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2313.94440748561,0,0,74239.0497401633,0,0,0,0,0,0,0,0,0,14847.8099480327,29695.6198960653,0,0,0,59391.2397921307,12726.6942411709,6863128.26001022,0,133630.289532294
"L.2017.NAM-14.09.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98370.5533685882,11287.8087324225,2620.20175553518
"L.2017.NAM-17.01.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1729.84193569313,0,0,0,0,0,0,0,0,0
"L.2017.NAM-17.03.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2030.4697364831,0,0,1015.23486824155,0,0,0,0,0,0,4003.90380621106,0,0
"L.2017.NAM-17.04.R",0,0,0,9377.56417770484,0,0,0,0,0,0,0,0,0,0,0,0,0,5018.97801060259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7528.46701590389,9377.56417770484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127983.939270366,0,0,12597.5711543866,0,0,0,0,0,57960.1255802721,134891.531866337,0,56265.385066229
"L.2017.NAM-17.05.R",0,0,0,14847.8099480327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3181.67356029271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178173.719376392,0,0,0,0,178173.719376392,10382.3031967446,3294846.24702067,14847.8099480327,702759.124983952
"L.2017.NAM-17.06.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39594.1598614204,0,0,0,0,0,0,0,0,0,89086.859688196,0,0,0,0,178173.719376392,3563474.38752784,222873.441956785,0,7186756.79547793
"L.2017.NAM-17.07.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301524.75586774,0,0,279357.602987579,0,0,0,0,118782.479584261,97870.0712067505,3657129.80412312,0,475580.339440561
"L.2017.NAM-17.08.R",0,0,118782.479584261,6014.30276376007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2255.36353641003,0,0,0,0,0,0,0,0,0,0,0,0,0,3937.54075969927,0,0,0,0,0,593912.397921307,1503642.14732415,0,541000.655581846
"L.2017.NAM-17.09.R",0,0,0,6143.92135780662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36863.5281468397,0,0,0,0,0,0,0,0,0,0,0,0,0,84398.0775993436,0,0,0,0,0,0,12287.8427156132,0,4688.78208885242,12287.8427156132,0,0,0,0,0,147215.735071789,1220671.14464012,14066.3462665573,13705.6707212609
"L.2017.NAM-17.10.R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2805.88534451011,0,0,6440.01395336357,9820.59870578539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2104.41400838258,0,0,0,0,0,0,246917.91031689,138713.2401779,0,8586.68527115142
