"","kingdom","phylum","class","order","family","genus","species"
"03d710908711e150defe1bad1a43cc63","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"435dfe2dc589dd6bc6ba84bf36831dfa","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"4b4508fb721ba3d5b96ce07e8a4cc299","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","Methylotenera",NA
"d25d2bce0d8d8dc56e1dbd6522ddff29","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","uncultured Xanthomonadaceae bacterium"
"e4bd320faba3a610bf0437f579c59316","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"956cfeacb0ff371b0330ca0872304033","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"6ed5fa171b60642565df3edf74e03e11","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Rhizobacter",NA
"2cd231af445c6ab5bf5fb1d5ae3b45fd","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"0bbdf5a8330b42ce0987e6b6ce90f43a","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"0e06cd00354157c8818ba81aad81af68","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"4bec06a7cd2a5e8c32ac6ba5db486f7c","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea",NA
"015503c4b505e95d6271ac8e66663f28","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium",NA
"2539c8ab33db63daea4e00158dd7bbc9","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA
"4d51eb545de3b0f7c3d2893519cb548b","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga",NA
"f0db98390310c32327a687cd488c78a3","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Achromobacter",NA
"81182ab34d4f8d2294f5ad44d0e3cb3f","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA
"7ec5f606341e9b1c91c0d5cbf15786ca","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"b736cf758757c0626bd69291ae4d4b56","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Duganella",NA
"a83fd8f5c78e6c1f7bb62e5654114a4a","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter",NA
"b726c83a8023ca819ac68b75921d588e","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"c76ca001a2c39bf1dd28f143c1054582","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium",NA
"ddf6531fd261844b672c92e64c3abc3e","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"8d73a971d13aef589ef9de9738d185cd","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"b1c123897ba34902f1ac32182b83df14","Bacteria","Actinobacteria","Actinobacteria","Glycomycetales","Glycomycetaceae","Glycomyces","Glycomyces harbinensis"
"37588404672c12b9d39edc1cc04968ce","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea",NA
"a4d62e1254481f8aa0a1fd7b2f28dddf","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Duganella",NA
"dc499acabaa08e39c99534471e9120ba","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Duganella","uncultured bacterium"
"caefedbe720e16df6ad8cb13ec68a667","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium faecium"
"c6b85dd107c5749b648a3b52c914f6fa","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter",NA
"adef3743510900a95ae4820c44907e65","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","uncultured","uncultured Ktedonobacterales bacterium"
"32ccf818bd3cb2f811b7a1489fdac498","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"686b3735062902197e4ddaf0b3b6174f","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Comamonas","Ambiguous_taxa"
"92e468c287306509a4e7e377b3bbe526","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"e5ba31d416c250aa96db5c8d83934eee","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Oerskovia","Ambiguous_taxa"
"5e5f328000fe637e988124a4a0f891d0","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia","uncultured Telluria sp."
"99ae16e3e5ddedaaa4251ce62344d84a","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea",NA
"bef793b902f5c6331236b155abe500f0","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter",NA
"4803477521d87f60b991cf02cefe0de6","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","uncultured Thermomonas sp."
"b382230a2ed8c40a659052de0db58cae","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"a65caa391b9765e7412525ec81cd193b","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured Planctomycetales bacterium","unclassified"
"484c5721bf33d0e78e291369525d6ace","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","uncultured","uncultured Ktedobacteria bacterium"
"109348ceada0a96e2d701bbf12831348","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium",NA
"c71c4db59a2fbc08209431c4213a5b14","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia","uncultured Telluria sp."
"f3eefe548d5b25a70eff6ded2ac754cb","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured",NA
"9f6f226a06b88c7f746bcf094b78e9b0","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"5f0fe35704a82df5fca6a53b7c2bd3a7","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leifsonia","Ambiguous_taxa"
"6e3c82d23f8b2d805edab22a50ced895","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","uncultured","Ideonella sp."
"c5687487ce67a9a90081a91da9d16f65","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","Granulicella","uncultured Acidobacteria bacterium"
"c1db448bf8bb1c350fe13de6986a0f87","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Parafilimonas","uncultured bacterium"
"8663020430cfffe270fd682c1d3281a7","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dokdonella","metagenome"
"369e8e883d34f4d43bed1f93d78965c2","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter",NA
"4f071e23d8f074ed44da02802409e7e6","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dyella",NA
"82a3bcfe57b08e37221092b6562c2a8b","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"efbcb79ddc80e70600d804f407c250b5","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Lechevalieria",NA
"788c308f31d5f54297c19ca9a3e3c2bf","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured",NA
"6621ec621365d2e452925f53b69d7fa8","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"875187ad763559122c94d44beb6342c1","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","Granulicella",NA
"a7a7b94b95c41f8a746ab9c7dcf1d897","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter","uncultured Actinomycetales bacterium"
"6e575dd5cd91e9b016f0fbdaa54e4357","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium",NA
"1d1a3a48bcfc608c726df4c0a2c6e000","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Ambiguous_taxa"
"8c38b25d44eecf767a9f980171a9650f","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis",NA
"7107db405d77388e66d7577b93d09ec7","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","uncultured","Leptothrix sp. LLH-Irr-5"
"8d317d8127201190ef263d94381a29e2","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia","uncultured Telluria sp."
"e61402fb10dbf0f8c6301ab62655240d","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","Ambiguous_taxa","unclassified"
"332d3aa048fe5349af291c7c6df91dbd","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Luteibacter","Ambiguous_taxa"
"d0fd54e8b4be5b0d84dab7b841808775","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",NA
"1345e78d01117ebbd9857cfe1fec795b","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured",NA
"b06f25fdb888ac54524bd0389d9cb01f","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"eaaf9b37a653b12aa43b1a3a8634e5c6","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"2d6a7a65e34a208b56eb6bc9a8d4b3b8","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",NA
"16ded9f564f5956c160e5a012551b9bc","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Phycicoccus","Ambiguous_taxa"
"7d1c3e5d8712143e94a3f4924a7aeda1","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","Granulicella",NA
"9ade286631dabd3eb7df0215d148df5e","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Bryobacter",NA
"9f07a602362eb34b192e13c47b648999","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter",NA
"5d288bf240697a69378242adc6169b89","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",NA
"61a622a44ba5eb604e639c6915a15ebc","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Luteibacter","Ambiguous_taxa"
"6f46f99c3f2e7dc65218e9a75d6cd826","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"c9f2a6260abb087f698bf572ef7a34af","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41","metagenome","unclassified"
"09eab491e1cd0d8723cf3fc642342a57","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter","uncultured bacterium"
"2fb8edc7eb01adef59188eba67ff341a","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","bacterium Ellin516","unclassified"
"6382467b7dfab7f65ebe595da7d0c596","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Luteibacter","Ambiguous_taxa"
"adf66b6a89f2e3ebb6ce0aaa9effc02c","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","uncultured soil bacterium"
"76ccfa81dc8a1b186d3fe6fd557400ea","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Ambiguous_taxa"
"5dbb8b0090393f98803bec4188360a21","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga",NA
"861046dc390acf5d219614c8471a9a35","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium",NA
"2d57160376c773cfd950a89724290570","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured","metagenome"
"3e5c4ac7aa52db99a9296a3c7813306b","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"513428774709174b021fedb54827cde4","Bacteria","Acidobacteria","Blastocatellia (Subgroup 4)","Blastocatellales","Blastocatellaceae","uncultured",NA
"59195e2ed99cacf888ef07186e344640","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Phyllobacterium",NA
"c3c9be7f7382b88bfd5ab5309b8f3c64","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","Methylotenera","Ambiguous_taxa"
"eb6ff478d0053295b1652199bec35c9b","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas",NA
"a37ed508370f2bb42a5a6d0ed0f8b67e","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",NA
"c21a8242eef9aa9c146788c159328535","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA
"4ec7b1dffca77e35cead70a757a8486e","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"a2a78d767f80f62abfc72cf3f5a36795","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"72a2bc916146a52525ec918a5bdfa290","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Lacibacter","Ambiguous_taxa"
"98e7c2e7693a1ddd3270ef66fa168729","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Lechevalieria",NA
"d134c592d4faabe02a11455f52a40166","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium",NA
"239e478824c0b74282e09ccff6f88b49","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"769c0ff268cf1d12bb694fc952d39ff4","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium","uncultured Nannocystineae bacterium"
"52d2189af55557ec413ec39e90c42045","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinophytocola","Ambiguous_taxa"
"2a03b172a98302bdf887f7beb8363b33","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aminobacter",NA
"7921ecfb3d623ca9c5bb58fc3ecb75b5","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas",NA
"23d63a15e21bd13297c8769b38cace3b","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"7222d20a942480adef7914f0b90c8b96","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","Lysobacter sp. Zs60"
"467234c8953a603036d5d9281f64ee83","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"094df4bea73102b98b9402a402a947e9","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium pectinovorum"
"2dd53f162f55fc5e81fc33dc1cd74f8d","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Phyllobacterium",NA
"9bd6094ce55e5d0e4263522a7b26a9ee","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA
"0a14edcb3f323e9bef6184e663d5eb37","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas",NA
"5e7ec7acaf82f74f3c4052220dc06cf3","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","uncultured","Aquimonas sp. enrichment culture clone 03SUJ1"
"519335ba0a9cc277b802a53b482bce49","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"18f97f00396409aa0fd4807eb6918945","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga",NA
"e026b125596e24cbcb40bac89b6da46b","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",NA
"80eec4c6cb5739224095a0d8589e3a97","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium",NA
"07a4ba4e3670a16b4a835fedce25de68","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Variovorax",NA
"133a1922ad03b51047e6ae8998fff599","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"31e4d9092a2fe5d08a565a11d5c0a510","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella","Taibaiella sp."
"0aff3374709d77474a6b7c1d6d869676","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","Mucilaginibacter boryungensis"
"ecb9e2cfe99cc712bd3d68f360a5589f","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",NA
"ca7abdea3abb42359176fbb48baded03","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Janthinobacterium",NA
"c752f8a0b6dc047724cdb7f5f861aa35","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","uncultured soil bacterium"
"3a2c7d75cfe5ecf2bb7365399890fdb4","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"f2cc7df377e5f6e9a9febc9cd19e2461","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",NA
"6d357dd102dc85c80ef9b54458792638","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Labraceae","Labrys",NA
"c00639a50c9f21c9fd5756cfe6df8799","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
"d7a6ba54763b3b142704e0e88dc7cdb9","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"19e41506998b6fc8a591bcfebc9c1a6a","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Lechevalieria",NA
"620c11ed0da602817c0a2aa3bc02c94c","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dyella",NA
"56092e7b7abeb355260fb4f6b4115b7a","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",NA
"720eb4a8113bd12075e1f288febf6934","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter","metagenome"
"c46445f27458351e81cf65b2df518015","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",NA
"71f42eac05fa8922d421131db95f15c4","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"46209a7875b0126e752f4812e182819b","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
"7d5f1b2fd2112ae1e6351e4e65fae20a","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",NA
"beaddf227eeba6fe4151e76a1ae033c8","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ramlibacter",NA
"e79d671efb374040a1c714dbf41f7a89","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"d2c6ba2d48cb8bc818bef1b15cd04b83","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"53976109a60d93a15b345e47740ea7bd","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonas","Xanthomonas sacchari"
"e9de4f21470e5c8daeee09839002d6c2","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea",NA
"58f655eb6d851f1f4b8f10993d672646","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto 1",NA
"192b9d0e30798cb5d4a686f2b25b046b","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"0f4099f7f33f64de62db5d2f927f9e58","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium 5",NA
"6076d9d7ba37167d04b66ae83fbf47c9","Bacteria","Chloroflexi","KD4-96","Ambiguous_taxa","unclassified","unclassified","unclassified"
"df51a08a20b308a5bb7bf3e0ac1120a4","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillus","Ambiguous_taxa"
"fd97d1e7c0a90b0b3453cc636f99abad","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
"6476887112142c0e348ad8dea28862be","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Lapillicoccus",NA
"1008ad5fb0a40160ccaf5bf4d1b30f95","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"e863615e332432dce6c16050958f826f","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",NA
"45c151c2f43cdb16a7ea65a4decbe6a0","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas",NA
"3e2eb05d393e4bb2ba36db2f84dd653f","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Stenotrophomonas chelatiphaga"
"9deb20be2f119948bd782d30b2d4e504","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. OR306"
"b3077bde91a68e03f94cdbb77b2fcbf3","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Flavobacterium sp. Ara9"
"6b6c7aa66ed544822e3f6f2fc7a89def","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga","Ambiguous_taxa"
"9451bc62a4024e1c08890e6ade317870","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA
"0feea7bdc872b7bc66cb214126daf6a4","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured bacterium","unclassified","unclassified"
"78a853fa5ea3e0fe491996ca6c7367ce","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"2b131dd000ecd919fb936337c43574d6","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",NA
"0a46e17c8519cae7cc4eb33623eff432","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium multivorum"
"eb804c7fb2b80d9e498cd2450afb333b","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",NA
"fa44f3ee3095853de2d69abf54005ef9","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Plantibacter","Ambiguous_taxa"
"92c715625abf11a5223a4c8365e832de","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Aquabacterium","Ambiguous_taxa"
"d754ad49584093d09f7988e8d0d28b91","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium",NA
"f3e88d9a6f6327c6e11e1fb421b82694","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"5d71e8de5d6dbafaeea87f518e022500","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","bacterium Ellin517","unclassified"
"a3e8fe048d0a8aa3eee8ef29ec83ff63","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","metagenome","unclassified"
"6cb533bc395d81d49ecc947ffb22d933","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Bryobacter",NA
"30e34451456932239f4d7c69895d94f4","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Xylophilus",NA
"9400c5f11b69e59be1df00172eaa362d","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"721c9c711fb3dd8580a1ff4503bcc75e","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Candidatus Solibacter",NA
"d9de1fcff7d4dcb0740523b85a6e34c4","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured",NA
"ceca75ba3a4d3a19685975c9c7e64758","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
